GAME_ID,GAME_DT,PARK_ID
CIN201204050,120405,CIN09
CIN201204070,120407,CIN09
CIN201204080,120408,CIN09
CIN201204090,120409,CIN09
CIN201204100,120410,CIN09
CIN201204110,120411,CIN09
CIN201204240,120424,CIN09
CIN201204250,120425,CIN09
CIN201204260,120426,CIN09
CIN201204270,120427,CIN09
CIN201204280,120428,CIN09
CIN201204290,120429,CIN09
CIN201205020,120502,CIN09
CIN201205030,120503,CIN09
CIN201205110,120511,CIN09
CIN201205120,120512,CIN09
CIN201205130,120513,CIN09
CIN201205210,120521,CIN09
CIN201205220,120522,CIN09
CIN201205230,120523,CIN09
CIN201205240,120524,CIN09
CIN201205250,120525,CIN09
CIN201205260,120526,CIN09
CIN201205270,120527,CIN09
CIN201206050,120605,CIN09
CIN201206060,120606,CIN09
CIN201206070,120607,CIN09
CIN201206080,120608,CIN09
CIN201206090,120609,CIN09
CIN201206100,120610,CIN09
CIN201206120,120612,CIN09
CIN201206130,120613,CIN09
CIN201206140,120614,CIN09
CIN201206220,120622,CIN09
CIN201206230,120623,CIN09
CIN201206240,120624,CIN09
CIN201206250,120625,CIN09
CIN201206260,120626,CIN09
CIN201206270,120627,CIN09
CIN201207130,120713,CIN09
CIN201207140,120714,CIN09
CIN201207150,120715,CIN09
CIN201207160,120716,CIN09
CIN201207170,120717,CIN09
CIN201207180,120718,CIN09
CIN201207190,120719,CIN09
CIN201207200,120720,CIN09
CIN201207210,120721,CIN09
CIN201207220,120722,CIN09
CIN201207300,120730,CIN09
CIN201207310,120731,CIN09
CIN201208010,120801,CIN09
CIN201208020,120802,CIN09
CIN201208030,120803,CIN09
CIN201208040,120804,CIN09
CIN201208050,120805,CIN09
CIN201208140,120814,CIN09
CIN201208150,120815,CIN09
CIN201208160,120816,CIN09
CIN201208170,120817,CIN09
CIN201208181,120818,CIN09
CIN201208182,120818,CIN09
CIN201208190,120819,CIN09
CIN201208240,120824,CIN09
CIN201208250,120825,CIN09
CIN201208260,120826,CIN09
CIN201209030,120903,CIN09
CIN201209040,120904,CIN09
CIN201209050,120905,CIN09
CIN201209070,120907,CIN09
CIN201209080,120908,CIN09
CIN201209090,120909,CIN09
CIN201209100,120910,CIN09
CIN201209110,120911,CIN09
CIN201209120,120912,CIN09
CIN201209210,120921,CIN09
CIN201209220,120922,CIN09
CIN201209230,120923,CIN09
CIN201209250,120925,CIN09
CIN201209260,120926,CIN09
CIN201209270,120927,CIN09
CIN201210090,121009,CIN09
CIN201210100,121010,CIN09
CIN201210110,121011,CIN09
CIN201304010,20130401,CIN09
CIN201304030,20130403,CIN09
CIN201304040,20130404,CIN09
CIN201304050,20130405,CIN09
CIN201304060,20130406,CIN09
CIN201304070,20130407,CIN09
CIN201304150,20130415,CIN09
CIN201304160,20130416,CIN09
CIN201304170,20130417,CIN09
CIN201304180,20130418,CIN09
CIN201304190,20130419,CIN09
CIN201304200,20130420,CIN09
CIN201304210,20130421,CIN09
CIN201304220,20130422,CIN09
CIN201304230,20130423,CIN09
CIN201304240,20130424,CIN09
CIN201305060,20130506,CIN09
CIN201305070,20130507,CIN09
CIN201305080,20130508,CIN09
CIN201305100,20130510,CIN09
CIN201305110,20130511,CIN09
CIN201305120,20130512,CIN09
CIN201305240,20130524,CIN09
CIN201305250,20130525,CIN09
CIN201305260,20130526,CIN09
CIN201305270,20130527,CIN09
CIN201305280,20130528,CIN09
CIN201306030,20130603,CIN09
CIN201306040,20130604,CIN09
CIN201306050,20130605,CIN09
CIN201306070,20130607,CIN09
CIN201306080,20130608,CIN09
CIN201306090,20130609,CIN09
CIN201306140,20130614,CIN09
CIN201306150,20130615,CIN09
CIN201306160,20130616,CIN09
CIN201306170,20130617,CIN09
CIN201306180,20130618,CIN09
CIN201306190,20130619,CIN09
CIN201306200,20130620,CIN09
CIN201307010,20130701,CIN09
CIN201307020,20130702,CIN09
CIN201307030,20130703,CIN09
CIN201307050,20130705,CIN09
CIN201307060,20130706,CIN09
CIN201307070,20130707,CIN09
CIN201307190,20130719,CIN09
CIN201307200,20130720,CIN09
CIN201307210,20130721,CIN09
CIN201307232,20130723,SFO03
CIN201308020,20130802,CIN09
CIN201308030,20130803,CIN09
CIN201308040,20130804,CIN09
CIN201308060,20130806,CIN09
CIN201308070,20130807,CIN09
CIN201308090,20130809,CIN09
CIN201308100,20130810,CIN09
CIN201308110,20130811,CIN09
CIN201308190,20130819,CIN09
CIN201308200,20130820,CIN09
CIN201308210,20130821,CIN09
CIN201308220,20130822,CIN09
CIN201308230,20130823,CIN09
CIN201308240,20130824,CIN09
CIN201308250,20130825,CIN09
CIN201309020,20130902,CIN09
CIN201309030,20130903,CIN09
CIN201309040,20130904,CIN09
CIN201309050,20130905,CIN09
CIN201309060,20130906,CIN09
CIN201309070,20130907,CIN09
CIN201309080,20130908,CIN09
CIN201309090,20130909,CIN09
CIN201309100,20130910,CIN09
CIN201309110,20130911,CIN09
CIN201309230,20130923,CIN09
CIN201309240,20130924,CIN09
CIN201309250,20130925,CIN09
CIN201309270,20130927,CIN09
CIN201309280,20130928,CIN09
CIN201309290,20130929,CIN09
CLE201004120,100412,CLE08
CLE201004140,100414,CLE08
CLE201004150,100415,CLE08
CLE201004160,100416,CLE08
CLE201004170,100417,CLE08
CLE201004180,100418,CLE08
CLE201004300,100430,CLE08
CLE201005010,100501,CLE08
CLE201005020,100502,CLE08
CLE201005030,100503,CLE08
CLE201005040,100504,CLE08
CLE201005050,100505,CLE08
CLE201005080,100508,CLE08
CLE201005090,100509,CLE08
CLE201005190,100519,CLE08
CLE201005200,100520,CLE08
CLE201005210,100521,CLE08
CLE201005220,100522,CLE08
CLE201005230,100523,CLE08
CLE201005240,100524,CLE08
CLE201005250,100525,CLE08
CLE201005260,100526,CLE08
CLE201006070,100607,CLE08
CLE201006080,100608,CLE08
CLE201006090,100609,CLE08
CLE201006100,100610,CLE08
CLE201006110,100611,CLE08
CLE201006120,100612,CLE08
CLE201006130,100613,CLE08
CLE201006150,100615,CLE08
CLE201006160,100616,CLE08
CLE201006170,100617,CLE08
CLE201006280,100628,CLE08
CLE201006290,100629,CLE08
CLE201006300,100630,CLE08
CLE201007010,100701,CLE08
CLE201007020,100702,CLE08
CLE201007030,100703,CLE08
CLE201007040,100704,CLE08
CLE201007160,100716,CLE08
CLE201007171,100717,CLE08
CLE201007172,100717,CLE08
CLE201007180,100718,CLE08
CLE201007230,100723,CLE08
CLE201007240,100724,CLE08
CLE201007250,100725,CLE08
CLE201007260,100726,CLE08
CLE201007270,100727,CLE08
CLE201007280,100728,CLE08
CLE201007290,100729,CLE08
CLE201008060,100806,CLE08
CLE201008070,100807,CLE08
CLE201008080,100808,CLE08
CLE201008100,100810,CLE08
CLE201008110,100811,CLE08
CLE201008120,100812,CLE08
CLE201008130,100813,CLE08
CLE201008140,100814,CLE08
CLE201008150,100815,CLE08
CLE201008240,100824,CLE08
CLE201008250,100825,CLE08
CLE201008260,100826,CLE08
CLE201008270,100827,CLE08
CLE201008280,100828,CLE08
CLE201008290,100829,CLE08
CLE201008300,100830,CLE08
CLE201008310,100831,CLE08
CLE201009010,100901,CLE08
CLE201009100,100910,CLE08
CLE201009110,100911,CLE08
CLE201009120,100912,CLE08
CLE201009140,100914,CLE08
CLE201009150,100915,CLE08
CLE201009160,100916,CLE08
CLE201009230,100923,CLE08
CLE201009240,100924,CLE08
CLE201009250,100925,CLE08
CLE201009260,100926,CLE08
CLE201009270,100927,CLE08
CLE201009291,100929,CLE08
CLE201009292,100929,CLE08
CLE201104010,20110401,CLE08
CLE201104020,20110402,CLE08
CLE201104030,20110403,CLE08
CLE201104050,20110405,CLE08
CLE201104060,20110406,CLE08
CLE201104070,20110407,CLE08
CLE201104150,20110415,CLE08
CLE201104160,20110416,CLE08
CLE201104170,20110417,CLE08
CLE201104260,20110426,CLE08
CLE201104270,20110427,CLE08
CLE201104280,20110428,CLE08
CLE201104290,20110429,CLE08
CLE201104300,20110430,CLE08
CLE201105010,20110501,CLE08
CLE201105100,20110510,CLE08
CLE201105110,20110511,CLE08
CLE201105120,20110512,CLE08
CLE201105130,20110513,CLE08
CLE201105200,20110520,CLE08
CLE201105210,20110521,CLE08
CLE201105220,20110522,CLE08
CLE201105230,20110523,CLE08
CLE201105240,20110524,CLE08
CLE201105250,20110525,CLE08
CLE201106020,20110602,CLE08
CLE201106030,20110603,CLE08
CLE201106040,20110604,CLE08
CLE201106050,20110605,CLE08
CLE201106060,20110606,CLE08
CLE201106070,20110607,CLE08
CLE201106080,20110608,CLE08
CLE201106170,20110617,CLE08
CLE201106180,20110618,CLE08
CLE201106190,20110619,CLE08
CLE201106200,20110620,CLE08
CLE201106210,20110621,CLE08
CLE201106220,20110622,CLE08
CLE201107040,20110704,CLE08
CLE201107050,20110705,CLE08
CLE201107060,20110706,CLE08
CLE201107070,20110707,CLE08
CLE201107080,20110708,CLE08
CLE201107090,20110709,CLE08
CLE201107100,20110710,CLE08
CLE201107220,20110722,CLE08
CLE201107240,20110724,CLE08
CLE201107250,20110725,CLE08
CLE201107260,20110726,CLE08
CLE201107270,20110727,CLE08
CLE201107290,20110729,CLE08
CLE201107300,20110730,CLE08
CLE201107310,20110731,CLE08
CLE201108090,20110809,CLE08
CLE201108100,20110810,CLE08
CLE201108110,20110811,CLE08
CLE201108120,20110812,CLE08
CLE201108130,20110813,CLE08
CLE201108220,20110822,CLE08
CLE201108231,20110823,CLE08
CLE201108232,20110823,CLE08
CLE201108240,20110824,CLE08
CLE201108260,20110826,CLE08
CLE201108270,20110827,CLE08
CLE201108280,20110828,CLE08
CLE201108290,20110829,CLE08
CLE201108300,20110830,CLE08
CLE201108310,20110831,CLE08
CLE201109010,20110901,CLE08
CLE201109050,20110905,CLE08
CLE201109060,20110906,CLE08
CLE201109070,20110907,CLE08
CLE201109190,20110919,CLE08
CLE201109201,20110920,CLE08
CLE201109202,20110920,CLE08
CLE201109210,20110921,CLE08
CLE201109220,20110922,CLE08
CLE201109230,20110923,CLE08
CLE201109241,20110924,CLE08
CLE201109242,20110924,CLE08
CLE201109250,20110925,CLE08
CLE201204050,120405,CLE08
CLE201204070,120407,CLE08
CLE201204080,120408,CLE08
CLE201204090,120409,CLE08
CLE201204110,120411,CLE08
CLE201204240,120424,CLE08
CLE201204250,120425,CLE08
CLE201204260,120426,CLE08
CLE201204270,120427,CLE08
CLE201204280,120428,CLE08
CLE201204290,120429,CLE08
CLE201205040,120504,CLE08
CLE201205050,120505,CLE08
CLE201205060,120506,CLE08
CLE201205071,120507,CLE08
CLE201205072,120507,CLE08
CLE201205080,120508,CLE08
CLE201205090,120509,CLE08
CLE201205160,120516,CLE08
CLE201205170,120517,CLE08
CLE201205180,120518,CLE08
CLE201205190,120519,CLE08
CLE201205200,120520,CLE08
CLE201205220,120522,CLE08
CLE201205230,120523,CLE08
CLE201205240,120524,CLE08
CLE201205280,120528,CLE08
CLE201205290,120529,CLE08
CLE201205300,120530,CLE08
CLE201206010,120601,CLE08
CLE201206020,120602,CLE08
CLE201206030,120603,CLE08
CLE201206150,120615,CLE08
CLE201206160,120616,CLE08
CLE201206170,120617,CLE08
CLE201206180,120618,CLE08
CLE201206190,120619,CLE08
CLE201206200,120620,CLE08
CLE201207020,120702,CLE08
CLE201207030,120703,CLE08
CLE201207040,120704,CLE08
CLE201207050,120705,CLE08
CLE201207060,120706,CLE08
CLE201207070,120707,CLE08
CLE201207080,120708,CLE08
CLE201207200,120720,CLE08
CLE201207210,120721,CLE08
CLE201207220,120722,CLE08
CLE201207230,120723,CLE08
CLE201207240,120724,CLE08
CLE201207250,120725,CLE08
CLE201207260,120726,CLE08
CLE201208060,120806,CLE08
CLE201208070,120807,CLE08
CLE201208080,120808,CLE08
CLE201208090,120809,CLE08
CLE201208100,120810,CLE08
CLE201208110,120811,CLE08
CLE201208120,120812,CLE08
CLE201208240,120824,CLE08
CLE201208250,120825,CLE08
CLE201208260,120826,CLE08
CLE201208270,120827,CLE08
CLE201208280,120828,CLE08
CLE201208290,120829,CLE08
CLE201208300,120830,CLE08
CLE201208310,120831,CLE08
CLE201209010,120901,CLE08
CLE201209020,120902,CLE08
CLE201209140,120914,CLE08
CLE201209150,120915,CLE08
CLE201209160,120916,CLE08
CLE201209180,120918,CLE08
CLE201209190,120919,CLE08
CLE201209200,120920,CLE08
CLE201209280,120928,CLE08
CLE201209290,120929,CLE08
CLE201209300,120930,CLE08
CLE201210010,121001,CLE08
CLE201210020,121002,CLE08
CLE201210030,121003,CLE08
CLE201304080,20130408,CLE08
CLE201304090,20130409,CLE08
CLE201304120,20130412,CLE08
CLE201304130,20130413,CLE08
CLE201304140,20130414,CLE08
CLE201304160,20130416,CLE08
CLE201304170,20130417,CLE08
CLE201304180,20130418,CLE08
CLE201304300,20130430,CLE08
CLE201305010,20130501,CLE08
CLE201305030,20130503,CLE08
CLE201305040,20130504,CLE08
CLE201305050,20130505,CLE08
CLE201305060,20130506,CLE08
CLE201305070,20130507,CLE08
CLE201305080,20130508,CLE08
CLE201305090,20130509,CLE08
CLE201305131,20130513,CLE08
CLE201305132,20130513,CLE08
CLE201305170,20130517,CLE08
CLE201305180,20130518,CLE08
CLE201305190,20130519,CLE08
CLE201305200,20130520,CLE08
CLE201305210,20130521,CLE08
CLE201305220,20130522,CLE08
CLE201305290,20130529,CLE08
CLE201305300,20130530,CLE08
CLE201305310,20130531,CLE08
CLE201306010,20130601,CLE08
CLE201306020,20130602,CLE08
CLE201306140,20130614,CLE08
CLE201306150,20130615,CLE08
CLE201306160,20130616,CLE08
CLE201306170,20130617,CLE08
CLE201306180,20130618,CLE08
CLE201306190,20130619,CLE08
CLE201306210,20130621,CLE08
CLE201306220,20130622,CLE08
CLE201306230,20130623,CLE08
CLE201307050,20130705,CLE08
CLE201307060,20130706,CLE08
CLE201307070,20130707,CLE08
CLE201307080,20130708,CLE08
CLE201307090,20130709,CLE08
CLE201307100,20130710,CLE08
CLE201307110,20130711,CLE08
CLE201307120,20130712,CLE08
CLE201307130,20130713,CLE08
CLE201307140,20130714,CLE08
CLE201307260,20130726,CLE08
CLE201307270,20130727,CLE08
CLE201307280,20130728,CLE08
CLE201307290,20130729,CLE08
CLE201307300,20130730,CLE08
CLE201307310,20130731,CLE08
CLE201308010,20130801,CLE08
CLE201308050,20130805,CLE08
CLE201308060,20130806,CLE08
CLE201308070,20130807,CLE08
CLE201308080,20130808,CLE08
CLE201308090,20130809,CLE08
CLE201308100,20130810,CLE08
CLE201308110,20130811,CLE08
CLE201308230,20130823,CLE08
CLE201308240,20130824,CLE08
CLE201308250,20130825,CLE08
CLE201309020,20130902,CLE08
CLE201309030,20130903,CLE08
CLE201309040,20130904,CLE08
CLE201309060,20130906,CLE08
CLE201309070,20130907,CLE08
CLE201309080,20130908,CLE08
CLE201309090,20130909,CLE08
CLE201309100,20130910,CLE08
CLE201309110,20130911,CLE08
CLE201309190,20130919,CLE08
CLE201309200,20130920,CLE08
CLE201309210,20130921,CLE08
CLE201309220,20130922,CLE08
CLE201309240,20130924,CLE08
CLE201309250,20130925,CLE08
CLE201310020,20131002,CLE08
COL201004090,100409,DEN02
COL201004100,100410,DEN02
COL201004110,100411,DEN02
COL201004130,100413,DEN02
COL201004140,100414,DEN02
COL201004150,100415,DEN02
COL201004241,100424,DEN02
COL201004242,100424,DEN02
COL201004250,100425,DEN02
COL201004260,100426,DEN02
COL201004270,100427,DEN02
COL201004280,100428,DEN02
COL201005100,100510,DEN02
COL201005120,100512,DEN02
COL201005130,100513,DEN02
COL201005151,100515,DEN02
COL201005152,100515,DEN02
COL201005160,100516,DEN02
COL201005250,100525,DEN02
COL201005260,100526,DEN02
COL201005270,100527,DEN02
COL201005280,100528,DEN02
COL201005290,100529,DEN02
COL201005300,100530,DEN02
COL201006070,100607,DEN02
COL201006080,100608,DEN02
COL201006090,100609,DEN02
COL201006100,100610,DEN02
COL201006110,100611,DEN02
COL201006120,100612,DEN02
COL201006130,100613,DEN02
COL201006180,100618,DEN02
COL201006190,100619,DEN02
COL201006200,100620,DEN02
COL201006220,100622,DEN02
COL201006230,100623,DEN02
COL201006240,100624,DEN02
COL201007010,100701,DEN02
COL201007020,100702,DEN02
COL201007030,100703,DEN02
COL201007040,100704,DEN02
COL201007060,100706,DEN02
COL201007070,100707,DEN02
COL201007080,100708,DEN02
COL201007090,100709,DEN02
COL201007100,100710,DEN02
COL201007110,100711,DEN02
COL201007270,100727,DEN02
COL201007280,100728,DEN02
COL201007290,100729,DEN02
COL201007300,100730,DEN02
COL201007310,100731,DEN02
COL201008010,100801,DEN02
COL201008030,100803,DEN02
COL201008040,100804,DEN02
COL201008130,100813,DEN02
COL201008140,100814,DEN02
COL201008150,100815,DEN02
COL201008230,100823,DEN02
COL201008240,100824,DEN02
COL201008250,100825,DEN02
COL201008270,100827,DEN02
COL201008280,100828,DEN02
COL201008290,100829,DEN02
COL201009020,100902,DEN02
COL201009060,100906,DEN02
COL201009070,100907,DEN02
COL201009080,100908,DEN02
COL201009090,100909,DEN02
COL201009100,100910,DEN02
COL201009110,100911,DEN02
COL201009120,100912,DEN02
COL201009130,100913,DEN02
COL201009140,100914,DEN02
COL201009150,100915,DEN02
COL201009240,100924,DEN02
COL201009250,100925,DEN02
COL201009260,100926,DEN02
COL201009270,100927,DEN02
COL201009280,100928,DEN02
COL201009290,100929,DEN02
COL201104010,20110401,DEN02
COL201104020,20110402,DEN02
COL201104050,20110405,DEN02
COL201104060,20110406,DEN02
COL201104150,20110415,DEN02
COL201104160,20110416,DEN02
COL201104170,20110417,DEN02
COL201104180,20110418,DEN02
COL201104190,20110419,DEN02
COL201104200,20110420,DEN02
COL201104290,20110429,DEN02
COL201104300,20110430,DEN02
COL201105010,20110501,DEN02
COL201105090,20110509,DEN02
COL201105100,20110510,DEN02
COL201105120,20110512,DEN02
COL201105130,20110513,DEN02
COL201105140,20110514,DEN02
COL201105150,20110515,DEN02
COL201105160,20110516,DEN02
COL201105170,20110517,DEN02
COL201105241,20110524,DEN02
COL201105242,20110524,DEN02
COL201105250,20110525,DEN02
COL201105260,20110526,DEN02
COL201105270,20110527,DEN02
COL201105280,20110528,DEN02
COL201105290,20110529,DEN02
COL201106090,20110609,DEN02
COL201106100,20110610,DEN02
COL201106110,20110611,DEN02
COL201106120,20110612,DEN02
COL201106130,20110613,DEN02
COL201106140,20110614,DEN02
COL201106150,20110615,DEN02
COL201106170,20110617,DEN02
COL201106180,20110618,DEN02
COL201106190,20110619,DEN02
COL201106280,20110628,DEN02
COL201106290,20110629,DEN02
COL201106300,20110630,DEN02
COL201107010,20110701,DEN02
COL201107020,20110702,DEN02
COL201107030,20110703,DEN02
COL201107140,20110714,DEN02
COL201107150,20110715,DEN02
COL201107160,20110716,DEN02
COL201107170,20110717,DEN02
COL201107180,20110718,DEN02
COL201107190,20110719,DEN02
COL201107200,20110720,DEN02
COL201107210,20110721,DEN02
COL201108010,20110801,DEN02
COL201108020,20110802,DEN02
COL201108030,20110803,DEN02
COL201108040,20110804,DEN02
COL201108050,20110805,DEN02
COL201108060,20110806,DEN02
COL201108070,20110807,DEN02
COL201108150,20110815,DEN02
COL201108160,20110816,DEN02
COL201108170,20110817,DEN02
COL201108190,20110819,DEN02
COL201108200,20110820,DEN02
COL201108210,20110821,DEN02
COL201108220,20110822,DEN02
COL201108230,20110823,DEN02
COL201108240,20110824,DEN02
COL201109050,20110905,DEN02
COL201109060,20110906,DEN02
COL201109070,20110907,DEN02
COL201109090,20110909,DEN02
COL201109100,20110910,DEN02
COL201109110,20110911,DEN02
COL201109150,20110915,DEN02
COL201109160,20110916,DEN02
COL201109170,20110917,DEN02
COL201109180,20110918,DEN02
COL201109190,20110919,DEN02
COL201109200,20110920,DEN02
COL201109210,20110921,DEN02
COL201204090,120409,DEN02
COL201204110,120411,DEN02
COL201204120,120412,DEN02
COL201204130,120413,DEN02
COL201204140,120414,DEN02
COL201204150,120415,DEN02
COL201204160,120416,DEN02
COL201204170,120417,DEN02
COL201204180,120418,DEN02
COL201204270,120427,DEN02
COL201204280,120428,DEN02
COL201204290,120429,DEN02
COL201204300,120430,DEN02
COL201205010,120501,DEN02
COL201205020,120502,DEN02
COL201205040,120504,DEN02
COL201205050,120505,DEN02
COL201205060,120506,DEN02
COL201205160,120516,DEN02
COL201205170,120517,DEN02
COL201205180,120518,DEN02
COL201205190,120519,DEN02
COL201205200,120520,DEN02
COL201205281,120528,DEN02
COL201205282,120528,DEN02
COL201205300,120530,DEN02
COL201205310,120531,DEN02
COL201206010,120601,DEN02
COL201206020,120602,DEN02
COL201206030,120603,DEN02
COL201206080,120608,DEN02
COL201206090,120609,DEN02
COL201206100,120610,DEN02
COL201206120,120612,DEN02
COL201206130,120613,DEN02
COL201206140,120614,DEN02
COL201206250,120625,DEN02
COL201206260,120626,DEN02
COL201206270,120627,DEN02
COL201206280,120628,DEN02
COL201206290,120629,DEN02
COL201206300,120630,DEN02
COL201207010,120701,DEN02
COL201207130,120713,DEN02
COL201207140,120714,DEN02
COL201207150,120715,DEN02
COL201207160,120716,DEN02
COL201207170,120717,DEN02
COL201207180,120718,DEN02
COL201207270,120727,DEN02
COL201207280,120728,DEN02
COL201207290,120729,DEN02
COL201207310,120731,DEN02
COL201208010,120801,DEN02
COL201208020,120802,DEN02
COL201208030,120803,DEN02
COL201208040,120804,DEN02
COL201208050,120805,DEN02
COL201208130,120813,DEN02
COL201208140,120814,DEN02
COL201208150,120815,DEN02
COL201208160,120816,DEN02
COL201208170,120817,DEN02
COL201208180,120818,DEN02
COL201208190,120819,DEN02
COL201208270,120827,DEN02
COL201208280,120828,DEN02
COL201208290,120829,DEN02
COL201208310,120831,DEN02
COL201209010,120901,DEN02
COL201209020,120902,DEN02
COL201209100,120910,DEN02
COL201209110,120911,DEN02
COL201209120,120912,DEN02
COL201209210,120921,DEN02
COL201209220,120922,DEN02
COL201209230,120923,DEN02
COL201209240,120924,DEN02
COL201209250,120925,DEN02
COL201209260,120926,DEN02
COL201209270,120927,DEN02
COL201304050,20130405,DEN02
COL201304060,20130406,DEN02
COL201304070,20130407,DEN02
COL201304161,20130416,DEN02
COL201304162,20130416,DEN02
COL201304180,20130418,DEN02
COL201304190,20130419,DEN02
COL201304200,20130420,DEN02
COL201304210,20130421,DEN02
COL201304231,20130423,DEN02
COL201304232,20130423,DEN02
COL201304240,20130424,DEN02
COL201305030,20130503,DEN02
COL201305040,20130504,DEN02
COL201305050,20130505,DEN02
COL201305070,20130507,DEN02
COL201305080,20130508,DEN02
COL201305090,20130509,DEN02
COL201305160,20130516,DEN02
COL201305170,20130517,DEN02
COL201305180,20130518,DEN02
COL201305190,20130519,DEN02
COL201305200,20130520,DEN02
COL201305210,20130521,DEN02
COL201305220,20130522,DEN02
COL201305290,20130529,DEN02
COL201305300,20130530,DEN02
COL201305310,20130531,DEN02
COL201306010,20130601,DEN02
COL201306020,20130602,DEN02
COL201306060,20130606,DEN02
COL201306070,20130607,DEN02
COL201306080,20130608,DEN02
COL201306090,20130609,DEN02
COL201306110,20130611,DEN02
COL201306120,20130612,DEN02
COL201306130,20130613,DEN02
COL201306140,20130614,DEN02
COL201306150,20130615,DEN02
COL201306160,20130616,DEN02
COL201306270,20130627,DEN02
COL201306280,20130628,DEN02
COL201306290,20130629,DEN02
COL201306300,20130630,DEN02
COL201307020,20130702,DEN02
COL201307030,20130703,DEN02
COL201307040,20130704,DEN02
COL201307190,20130719,DEN02
COL201307200,20130720,DEN02
COL201307210,20130721,DEN02
COL201307220,20130722,DEN02
COL201307230,20130723,DEN02
COL201307240,20130724,DEN02
COL201307250,20130725,DEN02
COL201307260,20130726,DEN02
COL201307270,20130727,DEN02
COL201307280,20130728,DEN02
COL201308090,20130809,DEN02
COL201308100,20130810,DEN02
COL201308110,20130811,DEN02
COL201308120,20130812,DEN02
COL201308130,20130813,DEN02
COL201308140,20130814,DEN02
COL201308260,20130826,DEN02
COL201308270,20130827,DEN02
COL201308280,20130828,DEN02
COL201308300,20130830,DEN02
COL201308310,20130831,DEN02
COL201309010,20130901,DEN02
COL201309020,20130902,DEN02
COL201309030,20130903,DEN02
COL201309040,20130904,DEN02
COL201309160,20130916,DEN02
COL201309170,20130917,DEN02
COL201309180,20130918,DEN02
COL201309190,20130919,DEN02
COL201309200,20130920,DEN02
COL201309210,20130921,DEN02
COL201309220,20130922,DEN02
COL201309240,20130924,DEN02
COL201309250,20130925,DEN02
DET201004090,100409,DET05
DET201004100,100410,DET05
DET201004110,100411,DET05
DET201004120,100412,DET05
DET201004130,100413,DET05
DET201004140,100414,DET05
DET201004270,100427,DET05
DET201004280,100428,DET05
DET201004290,100429,DET05
DET201004300,100430,DET05
DET201005010,100501,DET05
DET201005020,100502,DET05
DET201005100,100510,DET05
DET201005121,100512,DET05
DET201005122,100512,DET05
DET201005130,100513,DET05
DET201005140,100514,DET05
DET201005150,100515,DET05
DET201005160,100516,DET05
DET201005180,100518,DET05
DET201005280,100528,DET05
DET201005290,100529,DET05
DET201005300,100530,DET05
DET201005310,100531,DET05
DET201006010,100601,DET05
DET201006020,100602,DET05
DET201006030,100603,DET05
DET201006110,100611,DET05
DET201006120,100612,DET05
DET201006130,100613,DET05
DET201006150,100615,DET05
DET201006160,100616,DET05
DET201006170,100617,DET05
DET201006180,100618,DET05
DET201006190,100619,DET05
DET201006200,100620,DET05
DET201007020,100702,DET05
DET201007030,100703,DET05
DET201007040,100704,DET05
DET201007050,100705,DET05
DET201007060,100706,DET05
DET201007070,100707,DET05
DET201007090,100709,DET05
DET201007100,100710,DET05
DET201007110,100711,DET05
DET201007190,100719,DET05
DET201007200,100720,DET05
DET201007210,100721,DET05
DET201007220,100722,DET05
DET201007240,100724,DET05
DET201007251,100725,DET05
DET201007252,100725,DET05
DET201008031,100803,DET05
DET201008032,100803,DET05
DET201008040,100804,DET05
DET201008050,100805,DET05
DET201008060,100806,DET05
DET201008070,100807,DET05
DET201008080,100808,DET05
DET201008090,100809,DET05
DET201008100,100810,DET05
DET201008110,100811,DET05
DET201008200,100820,DET05
DET201008210,100821,DET05
DET201008220,100822,DET05
DET201008230,100823,DET05
DET201008240,100824,DET05
DET201008250,100825,DET05
DET201009060,100906,DET05
DET201009070,100907,DET05
DET201009080,100908,DET05
DET201009090,100909,DET05
DET201009100,100910,DET05
DET201009110,100911,DET05
DET201009120,100912,DET05
DET201009200,100920,DET05
DET201009210,100921,DET05
DET201009220,100922,DET05
DET201009240,100924,DET05
DET201009250,100925,DET05
DET201009260,100926,DET05
DET201104080,20110408,DET05
DET201104090,20110409,DET05
DET201104100,20110410,DET05
DET201104110,20110411,DET05
DET201104120,20110412,DET05
DET201104130,20110413,DET05
DET201104220,20110422,DET05
DET201104230,20110423,DET05
DET201104240,20110424,DET05
DET201104260,20110426,DET05
DET201104270,20110427,DET05
DET201104280,20110428,DET05
DET201105020,20110502,DET05
DET201105030,20110503,DET05
DET201105040,20110504,DET05
DET201105050,20110505,DET05
DET201105130,20110513,DET05
DET201105140,20110514,DET05
DET201105160,20110516,DET05
DET201105230,20110523,DET05
DET201105240,20110524,DET05
DET201105260,20110526,DET05
DET201105270,20110527,DET05
DET201105291,20110529,DET05
DET201105292,20110529,DET05
DET201105300,20110530,DET05
DET201105310,20110531,DET05
DET201106010,20110601,DET05
DET201106090,20110609,DET05
DET201106100,20110610,DET05
DET201106110,20110611,DET05
DET201106120,20110612,DET05
DET201106130,20110613,DET05
DET201106140,20110614,DET05
DET201106150,20110615,DET05
DET201106160,20110616,DET05
DET201106240,20110624,DET05
DET201106250,20110625,DET05
DET201106260,20110626,DET05
DET201106270,20110627,DET05
DET201106280,20110628,DET05
DET201106290,20110629,DET05
DET201106300,20110630,DET05
DET201107010,20110701,DET05
DET201107020,20110702,DET05
